Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Bytes,Mean,Error,StdDev,Scaled,ScaledSD,Throughput
CombineHashCodes,City64WithSeeds_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,14.241 ns,0.1172 ns,0.1096 ns,8.23,0.11,"1,071 MiB/s"
HashByteArray,City32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,31.566 ns,0.2158 ns,0.2018 ns,18.24,0.22,483 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,16.027 ns,0.1105 ns,0.1034 ns,9.26,0.11,952 MiB/s
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,19.037 ns,0.1356 ns,0.1269 ns,11.00,0.14,802 MiB/s
CombineHashCodes,Empty,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,1.306 ns,0.0149 ns,0.0139 ns,1.00,0.00,"11,680 MiB/s"
HashByteArray,SeaHash_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,15.169 ns,0.0685 ns,0.0607 ns,11.61,0.13,"1,006 MiB/s"
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,1.998 ns,0.0365 ns,0.0341 ns,1.53,0.03,"7,638 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,14.777 ns,0.0679 ns,0.0602 ns,11.31,0.12,"1,033 MiB/s"
HashByteArray,XxHash32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,21.530 ns,0.1363 ns,0.1275 ns,16.48,0.19,709 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,5.008 ns,0.0301 ns,0.0281 ns,3.83,0.04,"3,047 MiB/s"
HashByteArray,XxHash64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,24.901 ns,0.1074 ns,0.1005 ns,19.06,0.21,613 MiB/s
CombineHashCodes,HSip13_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,17.058 ns,0.1253 ns,0.1172 ns,13.06,0.16,895 MiB/s
CombineHashCodes,HSip24_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,26.589 ns,0.1838 ns,0.1720 ns,20.36,0.25,574 MiB/s
HashByteArray,HalfSip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,29.922 ns,0.1684 ns,0.1575 ns,22.91,0.26,510 MiB/s
CombineHashCodes,Sip13_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,13.303 ns,0.0855 ns,0.0799 ns,10.18,0.12,"1,147 MiB/s"
CombineHashCodes,Sip24_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,20.050 ns,0.1483 ns,0.1387 ns,15.35,0.19,761 MiB/s
CombineHashCodes,Marvin32_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,15.414 ns,0.0850 ns,0.0754 ns,11.80,0.13,990 MiB/s
HashByteArray,HalfSip24_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,40.305 ns,0.2284 ns,0.2137 ns,30.86,0.36,379 MiB/s
CombineHashCodes,XXHash32_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,4.516 ns,0.0308 ns,0.0273 ns,3.46,0.04,"3,378 MiB/s"
HashByteArray,Sip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,19.249 ns,0.1270 ns,0.1188 ns,14.74,0.18,793 MiB/s
CombineHashCodes,XXHash64_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,7.344 ns,0.0567 ns,0.0530 ns,5.62,0.07,"2,078 MiB/s"
CombineHashCodes,SeaHash_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,9.012 ns,0.0485 ns,0.0453 ns,6.90,0.08,"1,693 MiB/s"
HashByteArray,Sip24_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,25.848 ns,0.1359 ns,0.1271 ns,19.79,0.22,590 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,14.480 ns,0.1028 ns,0.0961 ns,11.08,0.13,"1,054 MiB/s"
HashByteArray,Marvin32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,18.888 ns,0.0550 ns,0.0515 ns,14.46,0.15,808 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,8.318 ns,0.0579 ns,0.0542 ns,6.37,0.08,"1,834 MiB/s"
HashByteArray,SpookyV2_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,28.503 ns,0.1287 ns,0.1141 ns,21.82,0.24,535 MiB/s
CombineHashCodes,City64_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,5.032 ns,0.0342 ns,0.0320 ns,3.85,0.05,"3,032 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,7.454 ns,0.0462 ns,0.0432 ns,5.71,0.07,"2,047 MiB/s"
HashByteArray,City32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,12.514 ns,0.0643 ns,0.0602 ns,9.58,0.11,"1,219 MiB/s"
HashByteArray,City64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,7.978 ns,0.0209 ns,0.0163 ns,6.11,0.06,"1,913 MiB/s"
HashByteArray,City64WithSeeds_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,11.448 ns,0.0592 ns,0.0554 ns,8.76,0.10,"1,333 MiB/s"
CombineHashCodes,Empty,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,1.737 ns,0.0241 ns,0.0226 ns,1.00,0.00,"8,785 MiB/s"
HashByteArray,SeaHash_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,15.423 ns,0.1131 ns,0.1058 ns,8.88,0.13,989 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,2.075 ns,0.0233 ns,0.0218 ns,1.19,0.02,"7,354 MiB/s"
HashByteArray,Murmur3x8632_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,15.621 ns,0.0469 ns,0.0391 ns,8.99,0.12,977 MiB/s
HashByteArray,XxHash32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,22.187 ns,0.2255 ns,0.2110 ns,12.78,0.20,688 MiB/s
CombineHashCodes,Murmur3A_Steps,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,8.449 ns,0.0539 ns,0.0504 ns,4.86,0.07,"1,806 MiB/s"
HashByteArray,XxHash64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,25.869 ns,0.1483 ns,0.1388 ns,14.90,0.20,590 MiB/s
CombineHashCodes,HSip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,19.414 ns,0.1203 ns,0.1125 ns,11.18,0.15,786 MiB/s
CombineHashCodes,HSip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,29.688 ns,0.2324 ns,0.2174 ns,17.09,0.25,514 MiB/s
HashByteArray,HalfSip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,32.285 ns,0.1819 ns,0.1701 ns,18.59,0.25,473 MiB/s
CombineHashCodes,Sip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,16.077 ns,0.1108 ns,0.1037 ns,9.26,0.13,949 MiB/s
CombineHashCodes,Sip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,23.020 ns,0.1115 ns,0.1043 ns,13.26,0.18,663 MiB/s
CombineHashCodes,Marvin32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,19.080 ns,0.0446 ns,0.0417 ns,10.99,0.14,800 MiB/s
HashByteArray,HalfSip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,43.046 ns,0.3167 ns,0.2963 ns,24.79,0.35,354 MiB/s
CombineHashCodes,XXHash32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,7.382 ns,0.0596 ns,0.0557 ns,4.25,0.06,"2,067 MiB/s"
HashByteArray,Sip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,20.975 ns,0.1380 ns,0.1291 ns,12.08,0.17,727 MiB/s
CombineHashCodes,XXHash64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,9.295 ns,0.0644 ns,0.0602 ns,5.35,0.08,"1,642 MiB/s"
CombineHashCodes,SeaHash_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,10.599 ns,0.0704 ns,0.0659 ns,6.10,0.09,"1,440 MiB/s"
HashByteArray,Sip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,27.277 ns,0.1131 ns,0.1058 ns,15.71,0.21,559 MiB/s
CombineHashCodes,SpookyV2_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,17.328 ns,0.1090 ns,0.1019 ns,9.98,0.14,881 MiB/s
HashByteArray,Marvin32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,20.226 ns,0.1035 ns,0.0918 ns,11.65,0.16,754 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,10.135 ns,0.0793 ns,0.0703 ns,5.84,0.08,"1,506 MiB/s"
HashByteArray,SpookyV2_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,29.282 ns,0.1986 ns,0.1857 ns,16.86,0.24,521 MiB/s
CombineHashCodes,City64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,4.647 ns,0.0488 ns,0.0456 ns,2.68,0.04,"3,284 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,8.182 ns,0.0642 ns,0.0600 ns,4.71,0.07,"1,865 MiB/s"
HashByteArray,City32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,12.614 ns,0.0857 ns,0.0802 ns,7.26,0.10,"1,210 MiB/s"
HashByteArray,City64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,7.993 ns,0.0534 ns,0.0500 ns,4.60,0.06,"1,909 MiB/s"
HashByteArray,City64WithSeeds_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,16,11.542 ns,0.0757 ns,0.0708 ns,6.65,0.09,"1,322 MiB/s"
CombineHashCodes,Empty,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,2.175 ns,0.0211 ns,0.0197 ns,1.00,0.00,"8,771 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,91.707 ns,0.5485 ns,0.5131 ns,42.18,0.43,208 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,3.943 ns,0.0422 ns,0.0394 ns,1.81,0.02,"4,837 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,29.367 ns,0.2225 ns,0.2082 ns,13.51,0.15,649 MiB/s
HashByteArray,XxHash32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,49.986 ns,0.3643 ns,0.3407 ns,22.99,0.25,382 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,17.980 ns,0.1105 ns,0.1034 ns,8.27,0.09,"1,061 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,100.243 ns,0.6596 ns,0.6170 ns,46.10,0.49,190 MiB/s
CombineHashCodes,HSip13_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,20,126.784 ns,0.8093 ns,0.7570 ns,58.31,0.61,150 MiB/s
