Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Bytes,Mean,Error,StdDev,Scaled,ScaledSD,Throughput
CombineHashCodes,Marvin32_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,91.285 ns,0.5051 ns,0.4724 ns,52.91,0.66,251 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,328.961 ns,2.3157 ns,2.1661 ns,190.69,2.48,70 MiB/s
CombineHashCodes,XXHash32_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,34.801 ns,0.2004 ns,0.1777 ns,20.17,0.25,658 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,130.390 ns,0.8803 ns,0.8234 ns,75.58,0.97,176 MiB/s
CombineHashCodes,XXHash64_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,16.605 ns,0.1050 ns,0.0931 ns,9.63,0.12,"1,378 MiB/s"
CombineHashCodes,SeaHash_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,14.850 ns,0.0858 ns,0.0802 ns,8.61,0.11,"1,541 MiB/s"
HashByteArray,Sip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,217.897 ns,0.8412 ns,0.7457 ns,126.31,1.49,105 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,132.324 ns,0.9077 ns,0.8491 ns,76.70,0.99,173 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,64.206 ns,0.4519 ns,0.4227 ns,37.22,0.48,356 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,55.533 ns,0.2308 ns,0.2158 ns,32.19,0.38,412 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,144.251 ns,0.7346 ns,0.6871 ns,83.62,1.02,159 MiB/s
CombineHashCodes,City64_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,15.686 ns,0.1351 ns,0.1264 ns,9.09,0.13,"1,459 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,18.918 ns,0.1118 ns,0.1046 ns,10.97,0.14,"1,210 MiB/s"
HashByteArray,City32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,31.596 ns,0.1573 ns,0.1472 ns,18.32,0.22,724 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,20.467 ns,0.0946 ns,0.0885 ns,11.86,0.14,"1,118 MiB/s"
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,23.270 ns,0.1278 ns,0.1196 ns,13.49,0.17,984 MiB/s
CombineHashCodes,Empty,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,1.304 ns,0.0172 ns,0.0153 ns,1.00,0.00,"17,558 MiB/s"
HashByteArray,SeaHash_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,17.762 ns,0.0947 ns,0.0885 ns,13.63,0.17,"1,289 MiB/s"
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,2.553 ns,0.0211 ns,0.0198 ns,1.96,0.03,"8,965 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,17.713 ns,0.1256 ns,0.1175 ns,13.59,0.18,"1,292 MiB/s"
HashByteArray,XxHash32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,26.450 ns,0.1686 ns,0.1577 ns,20.29,0.26,865 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,7.435 ns,0.0556 ns,0.0493 ns,5.70,0.07,"3,078 MiB/s"
HashByteArray,XxHash64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,25.817 ns,0.1223 ns,0.1084 ns,19.81,0.24,887 MiB/s
CombineHashCodes,HSip13_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,21.874 ns,0.0675 ns,0.0598 ns,16.78,0.19,"1,046 MiB/s"
CombineHashCodes,HSip24_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,35.037 ns,0.2097 ns,0.1961 ns,26.88,0.34,653 MiB/s
HashByteArray,HalfSip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,34.350 ns,0.2040 ns,0.1908 ns,26.35,0.33,666 MiB/s
CombineHashCodes,Sip13_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,16.250 ns,0.1466 ns,0.1372 ns,12.47,0.17,"1,409 MiB/s"
CombineHashCodes,Sip24_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,24.824 ns,0.1568 ns,0.1467 ns,19.05,0.24,922 MiB/s
CombineHashCodes,Marvin32_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,20.673 ns,0.1320 ns,0.1234 ns,15.86,0.20,"1,107 MiB/s"
HashByteArray,HalfSip24_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,48.758 ns,0.2065 ns,0.1932 ns,37.41,0.44,469 MiB/s
CombineHashCodes,XXHash32_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,5.406 ns,0.0327 ns,0.0306 ns,4.15,0.05,"4,234 MiB/s"
HashByteArray,Sip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,21.758 ns,0.1800 ns,0.1683 ns,16.69,0.23,"1,052 MiB/s"
CombineHashCodes,XXHash64_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,8.412 ns,0.0552 ns,0.0489 ns,6.45,0.08,"2,721 MiB/s"
CombineHashCodes,SeaHash_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,11.194 ns,0.0772 ns,0.0722 ns,8.59,0.11,"2,045 MiB/s"
HashByteArray,Sip24_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,30.284 ns,0.1998 ns,0.1560 ns,23.23,0.29,756 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,15.100 ns,0.0998 ns,0.0933 ns,11.58,0.15,"1,516 MiB/s"
HashByteArray,Marvin32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,22.207 ns,0.1167 ns,0.1091 ns,17.04,0.21,"1,031 MiB/s"
CombineHashCodes,City32_CustomSeed_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,12.628 ns,0.0696 ns,0.0651 ns,9.69,0.12,"1,812 MiB/s"
HashByteArray,SpookyV2_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,31.235 ns,0.1641 ns,0.1535 ns,23.96,0.29,733 MiB/s
CombineHashCodes,City64_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,7.009 ns,0.0465 ns,0.0435 ns,5.38,0.07,"3,266 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,9.438 ns,0.0432 ns,0.0361 ns,7.24,0.09,"2,425 MiB/s"
HashByteArray,City32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,12.515 ns,0.0475 ns,0.0444 ns,9.60,0.11,"1,829 MiB/s"
HashByteArray,City64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,9.412 ns,0.0706 ns,0.0661 ns,7.22,0.09,"2,432 MiB/s"
HashByteArray,City64WithSeeds_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,24,11.763 ns,0.0691 ns,0.0646 ns,9.02,0.11,"1,946 MiB/s"
CombineHashCodes,Empty,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,1.722 ns,0.0191 ns,0.0178 ns,1.00,0.00,"13,289 MiB/s"
HashByteArray,SeaHash_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,17.777 ns,0.1080 ns,0.1011 ns,10.32,0.12,"1,287 MiB/s"
CombineHashCodes,MultiplyAdd_Reordered_Custom,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,4.140 ns,0.0278 ns,0.0260 ns,2.40,0.03,"5,529 MiB/s"
HashByteArray,Murmur3x8632_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,18.699 ns,0.1225 ns,0.1146 ns,10.86,0.13,"1,224 MiB/s"
HashByteArray,XxHash32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,25.784 ns,0.1638 ns,0.1532 ns,14.97,0.17,888 MiB/s
CombineHashCodes,Murmur3A_Steps,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,11.536 ns,0.0678 ns,0.0634 ns,6.70,0.08,"1,984 MiB/s"
HashByteArray,XxHash64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,26.749 ns,0.1545 ns,0.1445 ns,15.53,0.18,856 MiB/s
CombineHashCodes,HSip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,24.650 ns,0.1217 ns,0.1138 ns,14.31,0.16,929 MiB/s
CombineHashCodes,HSip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,38.509 ns,0.2160 ns,0.1915 ns,22.36,0.25,594 MiB/s
HashByteArray,HalfSip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,36.991 ns,0.2227 ns,0.2083 ns,21.48,0.25,619 MiB/s
CombineHashCodes,Sip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,19.544 ns,0.1095 ns,0.0970 ns,11.35,0.13,"1,171 MiB/s"
CombineHashCodes,Sip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,28.305 ns,0.1504 ns,0.1333 ns,16.44,0.18,809 MiB/s
CombineHashCodes,Marvin32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,25.584 ns,0.1325 ns,0.1239 ns,14.86,0.16,895 MiB/s
HashByteArray,HalfSip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,51.269 ns,0.2964 ns,0.2772 ns,29.77,0.34,446 MiB/s
CombineHashCodes,XXHash32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,11.335 ns,0.0712 ns,0.0666 ns,6.58,0.08,"2,019 MiB/s"
HashByteArray,Sip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,23.071 ns,0.1379 ns,0.1290 ns,13.40,0.15,992 MiB/s
CombineHashCodes,XXHash64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,14.597 ns,0.1081 ns,0.0844 ns,8.48,0.10,"1,568 MiB/s"
CombineHashCodes,SeaHash_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,13.163 ns,0.1041 ns,0.0974 ns,7.64,0.09,"1,739 MiB/s"
HashByteArray,Sip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,31.628 ns,0.2427 ns,0.2270 ns,18.36,0.22,724 MiB/s
CombineHashCodes,SpookyV2_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,19.070 ns,0.1577 ns,0.1475 ns,11.07,0.14,"1,200 MiB/s"
HashByteArray,Marvin32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,23.631 ns,0.1289 ns,0.1206 ns,13.72,0.15,969 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,15.875 ns,0.1224 ns,0.1145 ns,9.22,0.11,"1,442 MiB/s"
HashByteArray,SpookyV2_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,32.161 ns,0.2375 ns,0.2222 ns,18.67,0.22,712 MiB/s
CombineHashCodes,City64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,8.085 ns,0.0607 ns,0.0567 ns,4.69,0.06,"2,831 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,11.945 ns,0.0737 ns,0.0689 ns,6.94,0.08,"1,916 MiB/s"
HashByteArray,City32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,12.611 ns,0.0684 ns,0.0640 ns,7.32,0.08,"1,815 MiB/s"
HashByteArray,City64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,8.492 ns,0.0615 ns,0.0575 ns,4.93,0.06,"2,695 MiB/s"
HashByteArray,City64WithSeeds_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,24,12.610 ns,0.0510 ns,0.0452 ns,7.32,0.08,"1,815 MiB/s"
CombineHashCodes,Empty,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,2.154 ns,0.0109 ns,0.0102 ns,1.00,0.00,"12,395 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,108.873 ns,0.5488 ns,0.5133 ns,50.54,0.33,245 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,5.381 ns,0.0485 ns,0.0454 ns,2.50,0.02,"4,963 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,34.695 ns,0.1954 ns,0.1828 ns,16.11,0.11,770 MiB/s
HashByteArray,XxHash32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,64.934 ns,0.3377 ns,0.3158 ns,30.14,0.20,411 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,24.906 ns,0.0614 ns,0.0513 ns,11.56,0.06,"1,072 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,119.782 ns,0.7745 ns,0.6467 ns,55.60,0.38,223 MiB/s
CombineHashCodes,HSip13_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,147.842 ns,0.9107 ns,0.8519 ns,68.63,0.49,181 MiB/s
CombineHashCodes,HSip24_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,275.435 ns,1.7735 ns,1.6589 ns,127.85,0.95,97 MiB/s
HashByteArray,HalfSip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,143.372 ns,0.9531 ns,0.8916 ns,66.55,0.50,186 MiB/s
CombineHashCodes,Sip13_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,229.894 ns,1.4228 ns,1.3308 ns,106.72,0.77,116 MiB/s
CombineHashCodes,Sip24_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,263.391 ns,1.9338 ns,1.8089 ns,122.26,0.99,101 MiB/s
CombineHashCodes,Marvin32_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,76.676 ns,0.5674 ns,0.5307 ns,35.59,0.29,348 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,230.043 ns,1.1041 ns,1.0327 ns,106.78,0.67,116 MiB/s
CombineHashCodes,XXHash32_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,53.607 ns,0.3045 ns,0.2849 ns,24.88,0.17,498 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,137.473 ns,0.9354 ns,0.8750 ns,63.81,0.49,194 MiB/s
CombineHashCodes,XXHash64_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,95.223 ns,0.6813 ns,0.6373 ns,44.20,0.35,280 MiB/s
CombineHashCodes,SeaHash_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,92.226 ns,0.6260 ns,0.5856 ns,42.81,0.33,290 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,213.799 ns,1.1553 ns,1.0241 ns,99.24,0.65,125 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,165.363 ns,0.8871 ns,0.8298 ns,76.76,0.51,161 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,28,84.751 ns,0.4340 ns,0.3847 ns,39.34,0.25,315 MiB/s
